#NAME,V.A.0H,V.B.0H,V.C.0H,V.D.0H,V.E.0H,V.CN.A.24H,V.CN.B.24H,V.CN.C.24H,V.CN.D.24H,V.CN.E.24H,CEL.A.24H,CEL.B.24H,CEL.C.24H,CEL.D.24H,CEL.E.24H
#CLASS,A,B,C,D,E,A,B,C,D,E,A,B,CEL.C.24H,D,E
Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Collinsella;Collinsella_sp_MS5,0.00188967625399472,0,0,0,0,0.00400166736140058,0,0,0,0,0.00105599555370293,0,0,0,0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides_eggerthii,0,0,0,0,0.000250104210087536,0,0,0,0,0.000805891343615395,0,0,0,0,0.00539113519522023
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;[Ruminococcus]_gauvreauii_group;,0,0,0.00166736140058358,0,0.0011671529804085,0,0,0.000861470056968181,0,0.00047241906349868,0,0,0.00225093789078783,0,0
Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;Intestinimonas,0.00194525496734751,0.000833680700291788,0,0,0,0.00244546338752258,5.55787133527859e-05,0,0,0,0.00172294011393636,0,0,0,0
Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Collinsella;Collinsella_tanakaei,0,0,0,0,0.00486313741836876,0,0,0,0,0.00094483812699736,0,0,0,0,0.000277893566763929
Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;Subdoligranulum;,0.00855912185632903,0,0,0,0,0.000416840350145894,0,0,0,0,0,0,0,0,0
Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelotrichaceae;Solobacterium;,0,0.00425177157148812,0,0,0,0,0.0019730443240239,0,0,0,0,0.00180630818396554,0,0,0
Bacteria;Firmicutes;unidentified_Firmicutes;Oscillospirales;Ruminococcaceae;unidentified_Ruminococcaceae;[Clostridium]_leptum,0.000222314853411144,0,0,0.00489092677504516,0.000250104210087536,0,0,0,2.77893566763929e-05,0,0,0,0,0.000361261636793108,0
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Sutterellaceae;Sutterella,0,0,0,0,0,0,0,0.00414061414478255,0,0.000639155203557038,0,0,0.000778101986939002,0,0.000917048770320967
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae,0.00302903987772683,0,0,0,0.000444629706822287,0.00122273169376129,0.000250104210087536,0,0,0,0.00105599555370293,0.000305682923440322,0,0,0.000444629706822287
Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Eggerthellaceae;Eggerthella,0,0,0,0,0,0,0.000277893566763929,0,0.00102820619702654,0.000333472280116715,0,0.000250104210087536,0,0.00213978046408226,0.00122273169376129
Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelatoclostridiaceae;Erysipelatoclostridium,0,0,0,8.33680700291788e-05,0.00230651660414061,0,0,0,0.000527997776851466,0.00147283590384883,0,0,0,0.000527997776851466,0.000750312630262609
Bacteria;Firmicutes;Clostridia;Monoglobales;Monoglobaceae;Monoglobus;,0.00347366958454912,0.00152841461720161,0.001556203973878,2.77893566763929e-05,0.000389050993469501,0.000138946783381965,0,2.77893566763929e-05,0,0,0.000166736140058358,2.77893566763929e-05,5.55787133527859e-05,0,0
Bacteria;Firmicutes;Negativicutes;Veillonellales-Selenomonadales;Selenomonadaceae;Mitsuokella,0,0,0,0,0,0,0,0.00191746561067111,0,0,0,0,0.0039182992913714,0,0
Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Atopobiaceae;Olsenella;Olsenella_congonensis,0,0,0.00339030151451994,0,0,0,0,0.00122273169376129,0,0,0,0,0.000917048770320967,0,0
Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;UCG-005;,0.00530776712519105,0.000583576490204252,0,0.000194525496734751,0,0.000805891343615395,0,0,0,0,0.000416840350145894,5.55787133527859e-05,0,0,0
Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelatoclostridiaceae;Catenibacterium;,0,0,0.00372377379463665,0,0,0,0,0,0,0,0,0,0.00161178268723079,0,0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella_9,0,0.00141725719049604,0,0,0,0,0,0.00386272057801862,0,0,0,0.000166736140058358,0.00094483812699736,0,0
Bacteria;Firmicutes;Negativicutes;Veillonellales-Selenomonadales;Veillonellaceae;Megasphaera,0,0,0,0,0,0,0.00289009309434487,0,0,0,0,0.00166736140058358,0.00108378491037932,0,0
Bacteria;Firmicutes;Clostridia;Oscillospirales;[Eubacterium]_coprostanoligenes_group;;,0.000833680700291788,0.00138946783381965,0.000194525496734751,0.00319577601778519,0,0.000111157426705572,0,0,2.77893566763929e-05,0,8.33680700291788e-05,0,0,0,0
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae,0,0.00136167847714325,0.0019730443240239,0,0.00138946783381965,0,0,0,0,0,0,0,0.000805891343615395,0,0
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae,0.00227872724746422,0.000666944560233431,0.000222314853411144,0.000861470056968181,0,0.000527997776851466,0,0.000527997776851466,0.000166736140058358,0,0,8.33680700291788e-05,0.000555787133527859,8.33680700291788e-05,0
Bacteria;Firmicutes;Clostridia;Clostridia_UCG-014;;;,0.000222314853411144,0,0.00100041684035015,0,0.000805891343615395,0,0,0.000694733916909824,0,0,8.33680700291788e-05,0,0.00222314853411144,0,0
Bacteria;Firmicutes;Negativicutes;Veillonellales-Selenomonadales;Selenomonadaceae;Mitsuokella;,0,0,0,0,0,0,0,0.00172294011393636,0,0,0,8.33680700291788e-05,0.00330693344449076,0,0
Bacteria;Firmicutes;Clostridia;Oscillospirales;unidentified_Oscillospirales;Hydrogenoanaerobacterium,0,5.55787133527859e-05,0,0.000138946783381965,0,0,5.55787133527859e-05,0,0.00113936362373211,0,0,0,0,0.0027511463109629,0
Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;UCG-002;,0.0035292482979019,0.00291788245102126,0.000138946783381965,0,0,0.000277893566763929,0,0,0,0,0.000305682923440322,0,0,0,0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Tannerellaceae;Parabacteroides,0,0,0,0,0,0,0,0,0.00205641239405308,0,0,0,0,0.00216756982075865,0
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Blautia,0.00105599555370293,0.0011949423370849,0.00141725719049604,0,0.000833680700291788,0.000416840350145894,0,0.000194525496734751,0,0,0,0,0.000416840350145894,0,0
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Anaerostipes,0,0,0,0,0.00450187578157566,0,0,0,0,0.000194525496734751,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Sellimonas,0,0,0,0,0,0,0,0,0.00244546338752258,0,0,0,0,0.00169515075725997,0
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;[Eubacterium]_fissicatena_group,0,0,0,0.000222314853411144,0.00339030151451994,0,0,0,8.33680700291788e-05,0.000611365846880645,0,0,0,0,0.000250104210087536
Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Peptostreptococcaceae;Intestinibacter;,0.000805891343615395,0.000444629706822287,0.00302903987772683,0,0.000222314853411144,0.000166736140058358,5.55787133527859e-05,0,0,0,8.33680700291788e-05,0,0.000138946783381965,0,0
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae,8.33680700291788e-05,0.000222314853411144,0.000111157426705572,0.000194525496734751,0.0031679866611088,0.000194525496734751,0,5.55787133527859e-05,0,0.000333472280116715,0,0,0,0,0.000250104210087536
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Blautia,0.00102820619702654,0.00130609976379047,0.00238988467416979,0,0.000555787133527859,0,0,0,0,0,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Agathobacter;Eubacterium_ramulus,0.000222314853411144,0.0023620953174934,0,0,0,0.00113936362373211,0,0.000416840350145894,0,0,0.000639155203557038,0.000194525496734751,0.000222314853411144,0,0
Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Atopobiaceae;Olsenella;Olsenella_scatoligenes,0,0,0,0.00094483812699736,0,0,0,0,0.00147283590384883,0,0,0,0,0.00125052105043768,0
Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;UCG-002;,0.000527997776851466,0.00213978046408226,0,0.000555787133527859,0,0.000917048770320967,0.000111157426705572,0.000250104210087536,0,0,0.000138946783381965,0.000166736140058358,0.000138946783381965,0.000166736140058358,0
Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;NK4A214_group;,0,0.00177851882728915,0,0,0.00191746561067111,0,0,0,0,0.000666944560233431,0,0,0,0,0.000389050993469501
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella_9;,8.33680700291788e-05,0.000500208420175073,0,0,0,0,0,0.00305682923440322,0,0,0.000694733916909824,0,0.000333472280116715,0,0
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Eisenbergiella,0,0.000138946783381965,0,0.000861470056968181,0.000444629706822287,0,0,0,0.000305682923440322,0.00136167847714325,0,0,0,0.000277893566763929,0.000750312630262609
Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Anaerovoracaceae;Family_XIII_UCG-001;,0,0,0,0.00150062526052522,0,0,0,0.00100041684035015,5.55787133527859e-05,0,0,0,0.00147283590384883,0,0
Bacteria;Verrucomicrobiota;Verrucomicrobiae;Verrucomicrobiales;Akkermansiaceae;Akkermansia;Akkermansia_muciniphila,0,0.000138946783381965,0,0,0.00375156315131305,0,0,0,0,0,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Coprococcus;Coprococcus_catus,0,0,0,0.00130609976379047,0,0,0,0,0.00133388912046686,0,0,0,0,0.000917048770320967,0
Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;Faecalibacterium,0.00311240794775601,0,0,0,0,0.00094483812699736,0,0,0,0,0.000805891343615395,0,0,0,0
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Blautia,0.00144504654717243,0,0.000722523273586216,0.000500208420175073,0.00122273169376129,0.000138946783381965,0,0,0,0.000166736140058358,0,0,0.000111157426705572,0,0
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae,0.000361261636793108,8.33680700291788e-05,0.000722523273586216,0.000666944560233431,0.00094483812699736,0.000333472280116715,0,0.000194525496734751,0.000166736140058358,0,0.000194525496734751,0,0.000250104210087536,0,5.55787133527859e-05
Bacteria;Firmicutes;Clostridia;Christensenellales;Christensenellaceae;Christensenellaceae_R-7_group,0.00150062526052522,0.000361261636793108,0,0,0.00208420175072947,0,0,0,0,0.000111157426705572,0,0,0,0,0.000305682923440322
Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;Faecalibacterium,0,0,0.00364040572460748,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;Eubacteriales;Eubacteriaceae;Eubacterium,0.000583576490204252,0,0,0.000111157426705572,0,2.77893566763929e-05,0,0,0.000277893566763929,0,0.000222314853411144,0,5.55787133527859e-05,0.00213978046408226,0
Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;UCG-005;,0.000694733916909824,0.00100041684035015,0.000361261636793108,0.0019730443240239,8.33680700291788e-05,0,0,0,0.000111157426705572,0,0,0,0,8.33680700291788e-05,0
Bacteria;Desulfobacterota;Desulfovibrionia;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio,0,0.00188967625399472,0.000138946783381965,0,0,0,0.00108378491037932,0.000611365846880645,0,0,0,0.000416840350145894,0.000389050993469501,0,0
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Howardella;Howardella_ureilytica,0.00208420175072947,0.000111157426705572,0.000416840350145894,0,0.00111157426705572,5.55787133527859e-05,0,8.33680700291788e-05,0,0,0.000250104210087536,0,0.000194525496734751,0,0
Bacteria;Firmicutes;Clostridia;Oscillospirales;Butyricicoccaceae;Butyricicoccus,0.00122273169376129,0,0,0.00111157426705572,0,0,0,0,0.0011949423370849,0,0,0,0,0.000305682923440322,0
Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;Colidextribacter;Anaerostipes_hadrus,2.77893566763929e-05,0.000194525496734751,0,0,0,0.00122273169376129,0.000138946783381965,0.000750312630262609,0,0,0.000527997776851466,8.33680700291788e-05,0.000833680700291788,0,0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroidaceae_bacterium_DJF_B220,0,0,0,0,0,0,0,0.00219535917743504,0,0,0,0,0.00166736140058358,0,0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella_9;,0,0,0,0,0,0.000527997776851466,0,0,0,0,0.00311240794775601,0,0,0,0
Bacteria;Desulfobacterota;Desulfovibrionia;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio,0,0,0.000917048770320967,0,0,0,0,0.000722523273586216,0,0,0,0,0.00191746561067111,0,0
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae,0.00094483812699736,0.000611365846880645,0,0,0.00105599555370293,0.000694733916909824,0.000138946783381965,0.000194525496734751,0,8.33680700291788e-05,0.000111157426705572,0.000194525496734751,0,0,0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Ligilactobacillus,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00283451438099208,0
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Lachnoclostridium;Eubacterium_sp_Marseille-P3202,0,0,0,0,0.000416840350145894,0,0,0,0,0.00186188689731833,0,0,0,2.77893566763929e-05,0.00127831040711408
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella_9;,0,0,0,0,0,0.000166736140058358,0,0,0,0,0.00333472280116715,0,0,0,0
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Oribacterium;,0,0.00494650548839794,0,0,0,0,0.000305682923440322,0,0,0,0,0.000250104210087536,0,0,0
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;[Eubacterium]_eligens_group;,0.00094483812699736,0.00175072947061276,0,0.00113936362373211,0,0.000389050993469501,0.000138946783381965,0,0,0,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;Ruminococcus,0,0.000138946783381965,0.000416840350145894,0,0,0,0,0.000500208420175073,0,0,0,0,0.00252883145755176,0,0
Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelotrichaceae;Holdemanella;,0,0,0.00241767403084619,0,0,0,0,0,0,0,0,0,0.000889259413644574,0,0
Bacteria;Firmicutes;Clostridia,0.00466861192163401,0,0,0,0,0.000166736140058358,0,0,0,0,5.55787133527859e-05,0,0,0,0
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Sutterellaceae;Sutterella;Sutterella_stercoricanis,0,0,0,0,0,0,0,0.00280672502431569,0,0,0,0,0.000889259413644574,0,0
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae,0.001556203973878,0.00213978046408226,0.000666944560233431,0,0,0.000194525496734751,0.000111157426705572,0,0,0,0,0,0,0,0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes;Alistipes_inops,8.33680700291788e-05,0,0,0,0.00283451438099208,0,0,0,0,0.000138946783381965,0,0,0,0,0.000222314853411144
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Succinivibrionaceae;Succinivibrio;,0,0,0.00094483812699736,0,0,0,0,0.00188967625399472,0,0,0,0,0.000583576490204252,0,0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Tannerellaceae;Parabacteroides,0,0,0,0,0,0.00138946783381965,0,0,0,0,0.00180630818396554,0,0,0,0
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Hungatella,0,0,0,0,0,0,0,0,0.00191746561067111,0.000166736140058358,0,0,0,0.000833680700291788,0
Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;Faecalibacterium;,0.000694733916909824,0.000722523273586216,0,0,0.000250104210087536,0,0,0.001556203973878,0,0,0.000194525496734751,0,0.000416840350145894,0,0
Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Atopobiaceae;;,0.00122273169376129,0,0,0,0,0.0011671529804085,0,0,0,0,0.00111157426705572,0,0,0,0
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Coprococcus,0.00386272057801862,0,0,0,0,0,0,0,0,0,0.000583576490204252,0,0,0,0
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Sutterellaceae;Sutterella;Sutterellaceae_bacterium_Marseille-P2968,0,0,0,0,0,0,0,0.00102820619702654,0.000305682923440322,0,0.000305682923440322,0,0.000722523273586216,0.000694733916909824,0
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae,0.000277893566763929,0.000138946783381965,0.000277893566763929,0,0.00247325274419897,0,0,0,0,2.77893566763929e-05,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Anaerovoracaceae,0.000194525496734751,0.000305682923440322,0.000666944560233431,0.000111157426705572,0.00100041684035015,0.000305682923440322,0,0,8.33680700291788e-05,0.000222314853411144,0.000361261636793108,0,0,0,0
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;[Eubacterium]_fissicatena_group;,0,0,0,0,0,0,0,0,0.000805891343615395,0,0,0,0,0.00180630818396554,0
Bacteria;Firmicutes;Clostridia;Christensenellales;Christensenellaceae;Christensenellaceae_R-7_group;,0,0,0,0.000833680700291788,0.00161178268723079,0,0,0,0,0.000138946783381965,0,0,0,0.000194525496734751,0.000138946783381965
Bacteria;Firmicutes;Negativicutes;Veillonellales-Selenomonadales;Veillonellaceae;Megasphaera;Megasphaera_hexanoica,0,0,0,0,0,0,0.00183409754064193,0,0,0,0,0.00150062526052522,0,0,0
Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Collinsella,0,0,0,0,0.0027511463109629,0,0,0,0,0,0,0,0,0,0.000194525496734751
Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Eggerthellaceae,0,0,0,0.000666944560233431,0,5.55787133527859e-05,0,0,0.000444629706822287,8.33680700291788e-05,0.000166736140058358,0,0,0.00105599555370293,0.000166736140058358
Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;Intestinimonas;Intestinimonas_butyriciproducens,0,0,0,0,0,5.55787133527859e-05,0,0,0.000500208420175073,0.00102820619702654,0,0,0,0.000194525496734751,0.0011949423370849
Bacteria;Firmicutes;Clostridia;Oscillospirales;[Eubacterium]_coprostanoligenes_group;;,0.00300125052105044,0.000861470056968181,5.55787133527859e-05,0,0,0,0,0,0,0,2.77893566763929e-05,0.000138946783381965,0.000250104210087536,0,0
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae,0.000639155203557038,0,0.000611365846880645,0,0,0,0,0.00047241906349868,0,0,0,0,0.00150062526052522,0,0
Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelatoclostridiaceae;Erysipelotrichaceae_UCG-003,0.000305682923440322,0,0,0.00105599555370293,0.00141725719049604,0,0,0,8.33680700291788e-05,0,0,0,0,2.77893566763929e-05,2.77893566763929e-05
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;[Eubacterium]_ruminantium_group;,0.000694733916909824,0.000694733916909824,0.000222314853411144,0,0,5.55787133527859e-05,0,0.000166736140058358,0,0,0.000277893566763929,0,0.00138946783381965,0,0
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae,0,0.00491871613172155,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Coprococcus,0.00377935250798944,0,0,0,0,0.000389050993469501,0,0,0,0,0,0,0,0,0
Bacteria;Actinobacteriota;Actinobacteria;Actinomycetales;Actinomycetaceae;Actinomyces,0.000694733916909824,0.000250104210087536,0.000305682923440322,0.000527997776851466,0.0011671529804085,0,5.55787133527859e-05,0,0,0,2.77893566763929e-05,0,0,5.55787133527859e-05,0
Bacteria;Firmicutes;Clostridia;Clostridia_UCG-014;;;,0.0031401973044324,0,0,0,0,0.000361261636793108,0,0,0,0,0.000361261636793108,0,0,0,0
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae,0,0,0,0.00238988467416979,0,0,0,0,0.000166736140058358,0,0,0,0,0.000138946783381965,0
Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;UCG-002;,0,0,0,0.00166736140058358,0,0.00105599555370293,0,0,0,0,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae,0,0.00147283590384883,0.000805891343615395,0.000222314853411144,0,0,0.000166736140058358,0.000166736140058358,0.000166736140058358,0,0,0,0.000166736140058358,0.000111157426705572,0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;;,0,0.00130609976379047,0,0,0,0,0.000194525496734751,0.00180630818396554,0,0,0,0.000138946783381965,2.77893566763929e-05,0,0
Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae,0.000222314853411144,0,8.33680700291788e-05,0.00127831040711408,0.00102820619702654,0,0,0,0,0,0,0,0,0.000138946783381965,5.55787133527859e-05
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae_UCG-010;,5.55787133527859e-05,0,0,8.33680700291788e-05,0.000277893566763929,0.000277893566763929,0,2.77893566763929e-05,0,0.000389050993469501,5.55787133527859e-05,0,0,0,0.00172294011393636
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Dorea;Dorea_formicigenerans,0,0,0,0,0,0,0,0.000889259413644574,0,0,0,0,0.0019730443240239,0,0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Tannerellaceae;Parabacteroides,0,0,0,0,0,0,0,0,0.00100041684035015,0,0,0,0,0.00133388912046686,0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella_9,0,0.000277893566763929,0,0,0,0,0,0.00227872724746422,0,0,0,0,0.000500208420175073,0,0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;unidentified_Prevotellaceae;Prevotellaceae_bacterium_DJF_VR15,0,0,0,0,0,0,0,0.00297346116437404,0,0,0,0,5.55787133527859e-05,0,0
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae,0,0,0,0,0,0.000972627483673753,0,0.00130609976379047,0,0,0,0,0.000444629706822287,0,0
Bacteria;Firmicutes;Clostridia;Christensenellales;Christensenellaceae;Christensenellaceae_R-7_group;,0.001556203973878,0.000444629706822287,0,0,0.0011949423370849,8.33680700291788e-05,0,0,0,0,0,0,0,0,0
Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelotrichaceae;[Clostridium]_innocuum_group,0,0,0,0,0.000111157426705572,0,8.33680700291788e-05,0,0.000138946783381965,0.000805891343615395,0,0,0,0.000222314853411144,0.00127831040711408
Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;[Eubacterium]_siraeum_group;,0.00252883145755176,0.000111157426705572,0.000555787133527859,0,2.77893566763929e-05,5.55787133527859e-05,0,0.000194525496734751,0,0,0,0,2.77893566763929e-05,0,0
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Anaerostipes;,0,0.00439071835487008,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Firmicutes;unidentified_Firmicutes;Oscillospirales;Ruminococcaceae;unidentified_Ruminococcaceae;Clostridium_sp_SN17,0,0,0,0.00252883145755176,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;Negativibacillus;,0.00047241906349868,0,0,0.000527997776851466,0,0.000166736140058358,0,0,0.000361261636793108,0,0.000166736140058358,0,0,0.000778101986939002,0
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Roseburia;Roseburia_intestinalis,0.000861470056968181,0,0,0.000833680700291788,0.000750312630262609,0,0,0,0,0.000222314853411144,0,0,0,5.55787133527859e-05,8.33680700291788e-05
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae,0,0.00175072947061276,0,0,0,0,0,8.33680700291788e-05,0,0,0,0,0.00144504654717243,0,0
Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae,0,0.000361261636793108,0,0.000444629706822287,0.000778101986939002,0,8.33680700291788e-05,0,8.33680700291788e-05,0.000138946783381965,0,0,0,0.000222314853411144,0.00047241906349868
Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;UCG-005;,0.00227872724746422,0.000444629706822287,0,0,0,0.000305682923440322,0,0,0,0,0.000305682923440322,0,0,0,0
Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Anaerovoracaceae;Family_XIII_UCG-001;,0.000389050993469501,0.000500208420175073,0,0,0,0.00094483812699736,0.000805891343615395,0,0,0,2.77893566763929e-05,0,0,0,0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;;;,0,0.000750312630262609,0,0,0,0,0.000389050993469501,0.00102820619702654,0,0,0,0.000611365846880645,0.000166736140058358,0,0
Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;unidentified_Oscillospiraceae,0,0,0,0,0.000111157426705572,0.000250104210087536,0,0,0.000250104210087536,0.000361261636793108,0.000333472280116715,0,0.000222314853411144,0.000305682923440322,0.000555787133527859
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Marinifilaceae;Odoribacter;Odoribacter_splanchnicus,0.000305682923440322,0.000666944560233431,0,0,0,0.000694733916909824,5.55787133527859e-05,0,0,2.77893566763929e-05,0.000694733916909824,0.000250104210087536,0,0,0.000138946783381965
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Anaerostipes;,0,0.00389050993469501,0,0,0,0,0,0,0,0,0,8.33680700291788e-05,0,0,0
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;[Eubacterium]_eligens_group;,0,0.00105599555370293,0.00133388912046686,0,0,0,0,0,0,0,0,0,0.000389050993469501,0,0
Bacteria;Firmicutes;Clostridia;Christensenellales;Christensenellaceae;Christensenellaceae_R-7_group;,0.000277893566763929,0,0,0.000333472280116715,0.00141725719049604,8.33680700291788e-05,0,0,0.000138946783381965,0,0,0,0,5.55787133527859e-05,8.33680700291788e-05
Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;Colidextribacter;Colidextribacter_massiliensis,0.000555787133527859,0.0023620953174934,0.000222314853411144,0,0,0.000138946783381965,5.55787133527859e-05,0,0,0,8.33680700291788e-05,0,0.000138946783381965,0,0
Bacteria;Firmicutes;Clostridia,0,0.00361261636793108,0,0,0,0,8.33680700291788e-05,0,0,0,0,0.000222314853411144,0,0,0
